mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
Fe-Al,Modified,noplates,75,,,,15.53,1,1,200,5.87
Fe-Al,Modified,noplates,75,,,,35.79,1,1,200,15.33
Fe-Al,Modified,noplates,75,,,,62.77,1,1,200,40.84
Fe-Al,Modified,noplates,75,,,,100.76,1,1,200,48.57
Fe-Al,Modified,noplates,75,,,,175.07,1,1,200,57.83
Fe-Al,Modified,noplates,75,,,,232.85,1,1,200,69.36
Fe-Al,Modified,noplates,75,,,,325.93,1,1,200,74.28
Fe-Al,Modified,noplates,75,,,,421.52,1,1,200,76.92
Fe-Al,Modified,norods,43,,,,11.89,1,1,200,8.93
Fe-Al,Modified,norods,43,,,,22.81,1,1,200,30.83
Fe-Al,Modified,norods,43,,,,56.05,1,1,200,45.18
Fe-Al,Modified,norods,43,,,,102.35,1,1,200,55.56
Fe-Al,Modified,norods,43,,,,138.2,1,1,200,61.8
Fe-Al,Modified,norods,43,,,,225.01,1,1,200,75.6
Fe-Al,Modified,norods,43,,,,315,1,1,200,84.65
Fe-Al,Modified,norods,43,,,,411.16,1,1,200,86.35
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,0.15,0.5,24,25,98.78
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,1.53,0.5,24,25,116.3
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,4.96,0.5,24,25,138.62
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,6.84,0.5,24,25,145.29
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,9.95,0.5,24,25,159.25
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,13.95,0.5,24,25,171.7
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,17.87,0.5,24,25,184.59
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,21.12,0.5,24,25,197.49
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,4,25,25.49,0.5,24,25,209.41
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,1.53,0.5,24,25,56.36
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,4.4,0.5,24,25,70.85
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,8.21,0.5,24,25,82.77
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,11.76,0.5,24,25,96.2
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,17.06,0.5,24,25,115.32
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,22.99,0.5,24,25,134.97
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,26.92,0.5,24,25,145.29
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,31.92,0.5,24,25,155.6
Fe,Modified,ironhydroxidenopetalines,317.07,1.706,8,25,38.65,0.5,24,25,162.36
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,1,1.4,24,110,13.33
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,3.16,1.4,24,110,16.68
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,6.54,1.4,24,110,22.7
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,19.33,1.4,24,110,24.16
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,27.83,1.4,24,110,28.06
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,58.03,1.4,24,110,27.58
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,25,85.26,1.4,24,110,35.38
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,0.92,1.4,24,110,13.49
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,2.08,1.4,24,110,17.17
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,4.05,1.4,24,110,24.6
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,15.95,1.4,24,110,26.37
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,23.38,1.4,24,110,31.32
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,54.57,1.4,24,110,30.61
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,35,81.37,1.4,24,110,38.25
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,0.6,1.4,24,110,13.86
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,1.6,1.4,24,110,17.65
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,3.57,1.4,24,110,25.02
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,13.96,1.4,24,110,28.22
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,22.38,1.4,24,110,31.96
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,50.85,1.4,24,110,33.27
Fe,Modified,ironhydroxidenopetalines,170.51,0.29,2,45,80.72,1.4,24,110,38.8
Ferric-basedlayereddoublehydroxide,Modified,aFeOOH,63.6,0.381,6,25,0.1,0.2,24,25,4.49
Ferric-basedlayereddoublehydroxide,Modified,aFeOOH,63.6,0.381,6,25,0.22,0.2,24,25,8.61
Ferric-basedlayereddoublehydroxide,Modified,aFeOOH,63.6,0.381,6,25,1.57,0.2,24,25,16.09
Ferric-basedlayereddoublehydroxide,Modified,aFeOOH,63.6,0.381,6,25,3.3,0.2,24,25,22.59
Ferric-basedlayereddoublehydroxide,Modified,aFeOOH,63.6,0.381,6,25,5.79,0.2,24,25,21.93
MCM-41,Modified,Fe-Mg2,90.246,,3,30,0.67,0.5,12,25,30.11
MCM-41,Modified,Fe-Mg4,90.246,,3,30,0.96,0.5,12,25,37.97
MCM-41,Modified,Fe-Mg2,90.246,,3,30,2.08,0.5,12,25,45.21
MCM-41,Modified,Fe-Mg4,90.246,,3,30,4.46,0.5,12,25,61.8
MCM-41,Modified,Fe-Mg2,90.246,,3,30,6.86,0.5,12,25,63.19
MCM-41,Modified,Fe-Mg4,90.246,,3,30,10.12,0.5,12,25,63.83
MCM-41,Modified,Fe-Mg2,90.246,,3,30,12.63,0.5,12,25,63.5
MCM-41,Modified,Fe-Mg4,90.246,,3,30,18.58,0.5,12,25,63.19
MCM-41,Modified,Fe-Mg2,90.246,,3,30,30.53,0.5,12,25,64.14
MCM-41,Modified,Fe-Mg4,192.97,,3,30,0.03,0.5,12,25,29.67
MCM-41,Modified,Fe-Mg2,192.97,,3,30,0.73,0.5,12,25,38.39
MCM-41,Modified,Fe-Mg4,192.97,,3,30,1.9,0.5,12,25,49.14
MCM-41,Modified,Fe-Mg2,192.97,,3,30,3.71,0.5,12,25,65.42
MCM-41,Modified,Fe-Mg4,192.97,,3,30,4.99,0.5,12,25,67.76
MCM-41,Modified,Fe-Mg2,192.97,,3,30,8.6,0.5,12,25,67.76
MCM-41,Modified,Fe-Mg4,192.97,,3,30,10.01,0.5,12,25,68.93
MCM-41,Modified,Fe-Mg2,192.97,,3,30,16.07,0.5,12,25,68.82
MCM-41,Modified,Fe-Mg4,192.97,,3,30,28.14,0.5,12,25,68.62
MCM-41,Modified,Fe-Mg2,79.39,,3,30,0.09,0.5,12,25,19.88
MCM-41,Modified,Fe-Mg4,79.39,,3,30,1.79,0.5,12,25,38.5
MCM-41,Modified,Fe-Mg2,79.39,,3,30,3.53,0.5,12,25,49.36
MCM-41,Modified,Fe-Mg4,79.39,,3,30,4.93,0.5,12,25,51.17
MCM-41,Modified,Fe-Mg2,79.39,,3,30,8.6,0.5,12,25,51.49
MCM-41,Modified,Fe-Mg4,79.39,,3,30,12.63,0.5,12,25,52.35
MCM-41,Modified,Fe-Mg2,79.39,,3,30,17.59,0.5,12,25,51.38
MCM-41,Modified,Fe-Mg4,79.39,,3,30,23.65,0.5,12,25,52.02
MCM-41,Modified,Fe-Mg2,79.39,,3,30,35.48,0.5,12,25,51.71
MCM-41,Modified,Fe-Mg4,,,4,25,1.2,20,24,25,0.36
MCM-41,Modified,Fe-Mg2,,,4,25,2.01,20,24,25,0.42
MCM-41,Modified,Fe-Mg4,,,4,25,3.57,20,24,25,0.45
MCM-41,Modified,Fe-Mg2,,,4,25,4.99,20,24,25,0.52
MCM-41,Modified,Fe-Mg4,,,4,25,6.15,20,24,25,0.61
MCM-41,Modified,Fe-Mg2,,,4,25,6.91,20,24,25,0.67
MCM-41,Modified,Fe-Mg4,,,4,25,10.69,20,24,25,0.74
MCM-41,Modified,Fe-Mg2,,,4,25,14.18,20,24,25,0.81
MCM-41,Modified,Fe-Mg4,,,4,25,19.79,20,24,25,1.03
MCM-41,Modified,Fe-Mg2,,,4,25,29.44,20,24,25,1.04
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,0.01,0.33,3,25,3.06
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,0.08,0.33,3,25,14.65
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,0.5,0.33,3,25,28.27
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,1.87,0.33,3,25,53.49
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,8.98,0.33,3,25,105.28
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,17.32,0.33,3,25,129.13
poroussilica,Modified,Magneticnoparticles,427.23,0.41,7,25,28.43,0.33,3,25,139.82
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.41,4,1,25,0.09
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.62,4,1,25,0.12
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.83,4,1,25,0.16
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,1.03,4,1,25,0.2
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,2.03,4,1,25,0.24
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,3.02,4,1,25,0.24
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,5.01,4,1,25,0.25
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,6.02,4,1,25,0.25
fibers(V),Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,7,4,1,25,0.25
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.42,4,1,25,0.08
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.63,4,1,25,0.11
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,0.82,4,1,25,0.14
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,1.02,4,1,25,0.16
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,2.01,4,1,25,0.17
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,3.02,4,1,25,0.17
"TEMPO(2,2,6,6-tetramethylpiperidine-1-oxyl)",Modified,di-2-ethylhexylphosphoricacidandFe,,,7,25,5.02,4,1,25,0.17
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.05,0.05,0.5,90,40.03
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.06,0.05,0.5,90,44.79
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.04,0.05,0.5,90,45.39
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.07,0.05,0.5,90,58.9
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.07,0.05,0.5,90,79.06
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.08,0.05,0.5,90,103.6
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.1,0.05,0.5,90,134.74
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.11,0.05,0.5,90,162.09
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.12,0.05,0.5,90,173.44
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.3,0.05,0.5,90,187.28
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,0.65,0.05,0.5,90,187.6
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,1.24,0.05,0.5,90,192.9
polyvinylalcohol,Modified,Fe:Cebimetallicoxide,,,7,25,1.65,0.05,0.5,90,195.76
Eggshell,Modified,Ag-Fe,,,,25,0.1,0.5,8,25,0.39
Eggshell,Modified,Ag-Fe,,,,25,0.62,0.5,8,25,0.69
Eggshell,Modified,Ag-Fe,,,,25,1.14,0.5,8,25,0.95
Eggshell,Modified,Ag-Fe,,,,25,1.46,0.5,8,25,1.34
Eggshell,Modified,Ag-Fe,,,,25,1.78,0.5,8,25,1.74
Eggshell,Modified,Ag-Fe,,,,25,2.04,0.5,8,25,2.22
Eggshell,Modified,Ag-Fe,,,,25,2.34,0.5,8,25,2.51
Eggshell,Modified,Ag-Fe,,,,25,2.52,0.5,8,25,2.94
Eggshell,Modified,Ag-Fe,,,,25,2.63,0.5,8,25,3.24
Eggshell,Modified,Ag-Fe,,,,25,2.95,0.5,8,25,3.53
Eggshell,Modified,Ag-Fe,,,,25,3.26,0.5,8,25,3.55
Eggshell,Modified,Ag-Fe,,,,25,3.6,0.5,8,25,3.71
Eggshell,Modified,Ag-Fe,,,,25,3.85,0.5,8,25,3.71
Eggshell,Modified,Ag-Fe,,,,25,4.07,0.5,8,25,3.53
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,11.7,5,24,25,0.3
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,13.28,5,24,25,8.75
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,36.49,5,24,25,16.59
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,63.42,5,24,25,21.57
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,113.09,5,24,25,24.43
Wastecementpowder,Unmodified,heattreated,13.4,,11.5,25,295.39,5,24,25,26.19
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,7.31,5,24,105,5.53
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,5.73,5,24,105,14.28
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,7.87,5,24,105,18.65
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,17.1,5,24,105,23.88
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,20.83,5,24,105,28.8
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,33.22,5,24,105,30.26
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,79.64,5,24,105,33.18
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,87.19,5,24,105,47.7
Wastecementpowder,Modified,heattreated,13.4,,11.5,25,118.97,5,24,105,23.88
Concretesludge,Unmodified,heattreated,23,,11.5,25,5.17,5,24,25,30.86
Concretesludge,Unmodified,heattreated,23,,11.5,25,9.55,5,24,25,86.41
Concretesludge,Unmodified,heattreated,23,,11.5,25,25.12,5,24,25,120.14
Concretesludge,Unmodified,heattreated,23,,11.5,25,83.92,5,24,25,139.9
Concretesludge,Unmodified,heattreated,23,,11.5,25,157.83,5,24,25,151.56
Concretesludge,Modified,heattreated,23,,11.5,25,7.31,5,24,105,36.39
Concretesludge,Modified,heattreated,23,,11.5,25,6.29,5,24,105,41.32
Concretesludge,Modified,heattreated,23,,11.5,25,7.87,5,24,105,101.24
Concretesludge,Modified,heattreated,23,,11.5,25,22.97,5,24,105,111.7
Concretesludge,Modified,heattreated,23,,11.5,25,62.95,5,24,105,147.49
Concretesludge,Modified,heattreated,23,,11.5,25,133.6,5,24,105,158.55
Concretesludge,Modified,heattreated,23,,11.5,25,222.6,5,24,105,159.7
Concretesludge,Modified,heattreated,23,,11.5,25,322.88,5,24,105,169.61
Concretesludge,Modified,heattreated,73.01,,3,25,1.07,5,,25,9.6
Concretesludge,Modified,heattreated,73.01,,3,25,7.59,5,,25,15.64
Concretesludge,Modified,heattreated,73.01,,3,25,16.13,5,,25,21.28
Concretesludge,Modified,heattreated,73.01,,3,25,28.68,5,,25,26.45
Concretesludge,Modified,heattreated,73.01,,3,25,44.11,5,,25,29.08
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.01,1,,60,0.81
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.02,1,,60,1.5
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.03,1,,60,2.68
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.05,1,,60,4.83
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.07,1,,60,7.85
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.1,1,,60,9.72
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.21,1,,60,14.61
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.35,1,,60,19.61
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,0.68,1,,60,29.09
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,1.1,1,,60,38.88
magneticchitosannoparticle,Modified,Fe(III)Fe(II),,,6.8,25,1.99,1,,60,47.97
